type_designator,class,engine_number_type_faa_weight_class,icao_wtc,cwt,srs,lahso_group,pdf_page
C408,Fixed-wing,2T/S+,Light,I,II,7,34
C411,Fixed-wing,2P/S,Light,I,II,4,34
C414,Fixed-wing,2P/S,Light,I,II,6,34
C42,Fixed-wing,1P/S,Light,I,I,,34
C421,Fixed-wing,2P/S,Light,I,II,6,34
C425,Fixed-wing,2T/S,Light,I,II,5,34
C441,Fixed-wing,2T/S,Light,I,II,6,34
C46,Fixed-wing,2P/L,Medium,F,III,,34
C500,Fixed-wing,2J/S,Light,I,III,6,34
C501,Fixed-wing,2J/S,Light,I,III,6,34
C510,Fixed-wing,2J/S,Light,I,III,5,34
C525,Fixed-wing,2J/S,Light,I,III,7,34
C550,Fixed-wing,2J/S+,Light,I,III,7,35
C551,Fixed-wing,2J/S+,Light,I,III,5,35
C55B,Fixed-wing,2J/S+,Light,I,III,7,35
C560,Fixed-wing,2J/S+,Medium,H,III,8,35
C56X,Fixed-wing,2J/S+,Medium,H,III,7,35
C5M,Fixed-wing,4J/H,Heavy,B,III,,35
C650,Fixed-wing,2J/S+,Medium,H,III,8,35
C680,Fixed-wing,2J/S+,Medium,H,III,6,35
C68A,Fixed-wing,2J/S+,Medium,H,III,6,35
C700,Fixed-wing,2J/S+,Medium,H,III,7,35
C72R,Fixed-wing,1P/S,Light,I,I,1,35
C750,Fixed-wing,2J/S+,Medium,H,III,9,35
C77R,Fixed-wing,1P/S,Light,I,I,2,35
C82,Fixed-wing,2P/L,Medium,F,III,,35
C82R,Fixed-wing,1P/S,Light,I,I,2,35
C82S,Fixed-wing,1P/S,Light,I,I,2,35
C82T,Fixed-wing,1P/S,Light,I,I,1,35
C919,Fixed-wing,2J/L,Medium,F,III,,35
C97,Fixed-wing,4P/L,Medium,F,III,,35
CA12,Fixed-wing,1T/S,Light,I,I,,35
CA19,Fixed-wing,1P/S,Light,I,I,,35
CA1P,Fixed-wing,1P/S,Light,I,I,,35
CA1T,Fixed-wing,1T/S,Light,I,I,,35
CA25,Fixed-wing,1P/S,Light,I,I,,35
CA3,Fixed-wing,1P/S,Light,I,I,,35
CA4,Fixed-wing,1P/S,Light,I,I,,35
CA41,Fixed-wing,1P/S,Light,I,I,,35
CA6,Fixed-wing,1P/S,Light,I,I,,35
CA61,Fixed-wing,1P/S,Light,I,I,,35
CA65,Fixed-wing,1P/S,Light,I,I,,35
CA7P,Fixed-wing,1P/S,Light,I,I,,35
CA7T,Fixed-wing,1T/S,Light,I,I,,35
CA8,Fixed-wing,1T/S,Light,I,I,,35
CA9,Fixed-wing,1T/S,Light,I,I,,35
CABI,Fixed-wing,1T/S,Light,I,I,,35
CABN,Fixed-wing,1P/S,Light,I,I,,35
CAD2,Fixed-wing,1P/S,Light,I,I,,36
CAD4,Fixed-wing,1P/S,Light,I,I,,36
CAML,Fixed-wing,1P/S,Light,I,I,,36
CAMP,Fixed-wing,1P/S,Light,I,I,,36
CAN4,Fixed-wing,1P/S,Light,I,I,,36
CAPL,Fixed-wing,1P/S,Light,I,I,,36
CAR,Fixed-wing,1P/S,Light,I,I,,36
CARV,Fixed-wing,4P/L,Medium,F,III,,36
CASS,Fixed-wing,1P/S,Light,I,I,,36
CAT,@Fixed-wing,2P/S+,Medium,H,III,7,36
CAT1,Fixed-wing,1P/S,Light,I,I,,36
CAT2,Fixed-wing,2P/S,Light,I,II,,36
CAW,Fixed-wing,1P/S,Light,I,I,,36
CB1,Fixed-wing,1P/S,Light,I,I,,36
CC11,Fixed-wing,1P/S,Light,I,I,,36
CC19,Fixed-wing,1P/S,Light,I,I,,36
CD2,@Fixed-wing,2T/S,Light,I,II,,36
CDC6,Fixed-wing,1P/S,Light,I,I,,36
CDUS,Gyroplane,1P/S,Light,I,I,,36
CDW1,Fixed-wing,1P/S,Light,I,I,,36
CE15,$Fixed-wing,1P/S,Light,I,I,,36
CE22,@Fixed-wing,2P/S,Light,I,II,,36
CE23,@Fixed-wing,1P/S,Light,I,I,,36
CE25,@Fixed-wing,2P/S,Light,I,II,,36
CE27,@Fixed-wing,2P/S,Light,I,II,,36
CE43,Fixed-wing,1P/S,Light,I,I,,36
CEL5,Fixed-wing,1P/S,Light,I,I,,36
CELR,Fixed-wing,1P/S,Light,I,I,,36
CENT,Fixed-wing,1P/S,Light,I,I,,37
CFRE,@Fixed-wing,1P/S,Light,I,I,,37
CG3,Fixed-wing,1P/S,Light,I,I,,37
CGAN,$Fixed-wing,1P/S,Light,I,I,,37
CH1,Fixed-wing,1T/S,Light,I,I,,37
CH10,Fixed-wing,1P/S,Light,I,I,,37
CH12,Helicopter,1P/S,Light,I,I,,37
CH14,Helicopter,1T/S,Light,I,I,,37
CH15,Fixed-wing,1P/S,Light,I,I,,37
CH18,Fixed-wing,1P/S,Light,I,I,,37
CH20,Fixed-wing,1P/S,Light,I,I,,37
CH25,Fixed-wing,1P/S,Light,I,I,,37
CH2T,Fixed-wing,1P/S,Light,I,I,,37
CH3,Fixed-wing,1P/S,Light,I,I,,37
CH30,Fixed-wing,1P/S,Light,I,I,,37
CH40,Fixed-wing,2P/S,Light,I,II,,37
CH50,Fixed-wing,1P/S,Light,I,I,,37
CH60,Fixed-wing,1P/S,Light,I,I,,37
CH62,Fixed-wing,2P/S,Light,I,II,,37
CH64,Fixed-wing,1P/S,Light,I,I,,37
CH65,Fixed-wing,1P/S,Light,I,I,,37
CH7,Helicopter,1P/S,Light,I,I,,37
CH70,Fixed-wing,1P/S,Light,I,I,,37
CH75,Fixed-wing,1P/S,Light,I,I,,37
CH7A,Fixed-wing,1P/S,Light,I,I,1,38
CH7B,Fixed-wing,1P/S,Light,I,I,1,38
CH80,Fixed-wing,1P/S,Light,I,I,,38
CHAN,Fixed-wing,1P/S,Light,I,I,,38
CHCS,Fixed-wing,1P/S,Light,I,I,,38
CHIC,Fixed-wing,1P/S,Light,I,I,,38
CHIF,Helicopter,1P/S,Light,I,I,,38
CHIN,Fixed-wing,1P/S,Light,I,I,,38
CHIP,Fixed-wing,1P/S,Light,I,I,,38
CHR1,Fixed-wing,1P/S,Light,I,I,,38
CHR4,Fixed-wing,1P/S,Light,I,I,,38
CHSY,Gyroplane,1P/S,Light,I,I,,38
CICA,Fixed-wing,2P/S,Light,I,II,,38
CJ1,Fixed-wing,1P/S,Light,I,I,,38
CJ6,Fixed-wing,1P/S,Light,I,I,,38
CKUO*,Fixed-wing,2J/S+,Medium,H,III,,38
CL2P,@Fixed-wing,2P/L,Medium,F,III,,38
CL2T,@Fixed-wing,2T/L,Medium,F,III,,38
CL30,Fixed-wing,2J/S+,Medium,H,III,7,38
CL35,Fixed-wing,2J/S+,Medium,H,III,7,38
CL41*,Fixed-wing,1J/S,Light,I,III,,38
CL4G,Fixed-wing,4T/L,Medium,F,III,,38
CL60,Fixed-wing,2J/L,Medium,G,III,8,39
CLA,Fixed-wing,1P/S,Light,I,I,,39
CLB1,Fixed-wing,1P/S,Light,I,I,,39
CLBR,Fixed-wing,1P/S,Light,I,I,,39
CLD2,Gyroplane,1P/S,Light,I,I,,39
CLDS,Fixed-wing,1P/S,Light,I,I,,39
CLON,Gyroplane,1P/S,Light,I,I,,39
CMA3,Fixed-wing,1P/S,Light,I,I,,39
